Date,Station,Pluie_mm
2021-09-20,Guider,23.0
2021-09-21,Guider,1.0
2021-09-22,Guider,23.0
2021-09-29,Guider,25.0
2021-10-16,Guider,30.0
2021-10-17,Guider,2.0
2021-10-19,Guider,4.0
2021-10-20,Guider,22.0
2021-10-26,Guider,12.0
2014-03-26,Homé,4.0
2014-03-30,Homé,23.0
2014-04-11,Homé,2.0
2014-04-15,Homé,10.0
2014-04-19,Homé,1.0
2014-04-20,Homé,9.0
2014-04-21,Homé,5.0
2014-04-22,Homé,7.0
2014-04-27,Homé,7.0
2014-04-28,Homé,4.0
2014-04-30,Homé,1.0
2014-05-04,Homé,8.0
2014-05-05,Homé,7.0
2014-05-07,Homé,23.0
2014-05-11,Homé,4.0
2014-05-13,Homé,20.0
2014-05-14,Homé,26.0
2014-05-21,Homé,26.0
2014-05-24,Homé,30.0
2014-05-28,Homé,15.0
2014-06-02,Homé,3.0
2014-06-06,Homé,23.0
2014-06-07,Homé,25.0
2014-06-11,Homé,3.0
2014-06-13,Homé,10.0
2014-06-20,Homé,7.0
2014-06-21,Homé,3.0
2014-06-22,Homé,18.0
2014-06-23,Homé,18.0
2014-06-24,Homé,18.0
2014-06-27,Homé,7.0
2014-07-02,Homé,20.0
2014-07-04,Homé,40.0
2014-07-07,Homé,40.0
2014-07-08,Homé,5.0
2014-07-14,Homé,10.0
2014-07-15,Homé,2.0
2014-07-20,Homé,16.0
2014-07-21,Homé,6.0
2014-07-22,Homé,35.0
2014-07-23,Homé,9.0
2014-07-24,Homé,6.0
2014-07-25,Homé,25.0
2014-07-27,Homé,3.0
2014-07-28,Homé,30.0
2014-07-31,Homé,29.0
2014-08-01,Homé,40.0
2015-03-26,Homé,1.0
2015-04-09,Homé,15.0
2015-04-10,Homé,4.0
2015-05-05,Homé,8.0
2015-05-19,Homé,20.0
2015-05-23,Homé,5.0
2015-05-25,Homé,30.0
2015-05-28,Homé,14.0
2015-05-30,Homé,22.0
2015-06-02,Homé,14.0
2015-06-04,Homé,10.0
2015-06-05,Homé,6.0
2015-06-12,Homé,16.0
2015-06-13,Homé,12.0
2015-06-16,Homé,3.0
2015-06-18,Homé,4.0
2015-06-19,Homé,8.0
2015-06-25,Homé,30.0
2015-06-27,Homé,8.0
2015-06-29,Homé,12.0
2015-07-01,Homé,8.0
2015-07-02,Homé,60.0
2015-07-03,Homé,16.0
2015-07-05,Homé,48.0
2015-07-11,Homé,27.0
2015-07-15,Homé,20.0
2015-07-16,Homé,15.0
2015-07-18,Homé,15.0
2015-07-19,Homé,40.0
2015-07-20,Homé,8.0
2015-07-21,Homé,29.0
2015-07-22,Homé,6.0
2015-07-23,Homé,1.0
2015-07-25,Homé,4.0
2015-07-26,Homé,17.0
2015-07-27,Homé,10.0
2015-07-28,Homé,35.0
2015-07-29,Homé,3.0
2015-07-30,Homé,3.0
2015-08-01,Homé,15.0
2015-08-02,Homé,25.0
2015-08-03,Homé,12.0
2015-08-04,Homé,2.0
2015-08-05,Homé,9.0
2015-08-06,Homé,8.0
2015-08-07,Homé,45.0
2015-08-09,Homé,28.0
2015-08-10,Homé,46.0
2015-08-16,Homé,21.0
2015-08-18,Homé,22.0
2015-08-20,Homé,8.0
2015-08-23,Homé,16.0
2015-08-24,Homé,2.0
2015-08-26,Homé,21.0
2015-08-27,Homé,25.0
2015-08-28,Homé,5.0
2015-09-01,Homé,35.0
2015-09-02,Homé,5.0
2015-09-03,Homé,21.0
2015-09-04,Homé,21.0
2015-09-06,Homé,40.0
2015-09-08,Homé,5.0
2015-09-10,Homé,6.0
2015-09-11,Homé,1.0
2015-09-14,Homé,10.0
2015-09-15,Homé,7.0
2015-09-16,Homé,2.0
2015-09-17,Homé,6.0
2015-09-20,Homé,17.0
2015-09-22,Homé,12.0
2015-09-23,Homé,22.0
2015-09-25,Homé,30.0
2015-09-26,Homé,1.0
2015-09-28,Homé,18.0
2015-09-30,Homé,18.0
2015-10-01,Homé,1.0
2015-10-03,Homé,10.0
2015-10-04,Homé,5.0
2015-10-06,Homé,42.0
2015-10-07,Homé,5.0
2015-10-11,Homé,16.0
2015-10-13,Homé,9.0
2015-10-14,Homé,8.0
2015-10-21,Homé,5.0
2015-10-24,Homé,8.0
2015-10-26,Homé,4.0
2015-10-28,Homé,11.0
2015-10-29,Homé,1.0
2015-10-30,Homé,4.0
2015-10-31,Homé,1.0
2015-11-01,Homé,3.0
2016-03-12,Homé,1.0
2016-03-18,Homé,2.0
2016-03-23,Homé,3.0
2016-03-25,Homé,10.0
2016-04-07,Homé,17.0
2016-04-10,Homé,2.0
2016-04-11,Homé,1.0
2016-04-12,Homé,5.0
2016-04-14,Homé,8.0
2016-04-16,Homé,9.0
2016-04-17,Homé,1.0
2016-04-25,Homé,13.0
2016-04-27,Homé,14.0
2016-05-03,Homé,4.0
2016-05-07,Homé,7.0
2016-05-12,Homé,22.0
2016-05-15,Homé,10.0
2016-05-21,Homé,22.0
2016-05-22,Homé,5.0
2016-05-23,Homé,40.0
2016-05-24,Homé,2.0
2016-05-26,Homé,8.0
2016-05-30,Homé,3.0
2016-06-01,Homé,9.0
2016-06-03,Homé,39.0
2016-06-07,Homé,10.0
2016-06-08,Homé,15.0
2016-06-11,Homé,7.0
2016-06-12,Homé,8.0
2016-06-14,Homé,47.0
2016-06-16,Homé,1.0
2016-06-19,Homé,7.0
2016-06-20,Homé,6.0
2016-06-24,Homé,11.0
2016-06-26,Homé,35.0
2016-06-27,Homé,5.0
2016-06-28,Homé,8.0
2016-06-29,Homé,2.0
2016-07-01,Homé,37.0
2016-07-02,Homé,49.0
2016-07-04,Homé,24.0
2016-07-06,Homé,7.0
2016-07-09,Homé,2.0
2016-07-10,Homé,25.0
2016-07-11,Homé,2.0
2016-07-12,Homé,2.0
2016-07-13,Homé,28.0
2016-07-15,Homé,9.0
2016-07-16,Homé,18.0
2016-07-17,Homé,1.0
2016-07-18,Homé,7.0
2016-07-19,Homé,3.0
2016-07-21,Homé,20.0
2016-07-23,Homé,6.0
2016-07-26,Homé,22.0
2016-07-28,Homé,6.0
2016-08-01,Homé,11.0
2016-08-02,Homé,70.0
2016-08-04,Homé,4.0
2016-08-05,Homé,17.0
2016-08-07,Homé,40.0
2016-08-08,Homé,9.0
2016-08-10,Homé,4.0
2016-08-11,Homé,30.0
2016-08-12,Homé,19.0
2016-08-14,Homé,6.0
2016-08-16,Homé,6.0
2016-08-19,Homé,5.0
2016-08-20,Homé,3.0
2016-08-23,Homé,45.0
2016-08-24,Homé,47.0
2016-08-25,Homé,12.0
2016-08-26,Homé,2.0
2016-08-29,Homé,8.0
2016-08-30,Homé,28.0
2016-09-01,Homé,1.0
2016-09-02,Homé,4.0
2016-09-05,Homé,20.0
2016-09-06,Homé,18.0
2016-09-11,Homé,32.0
2016-09-12,Homé,32.0
2016-09-13,Homé,4.0
2016-09-15,Homé,12.0
2016-09-16,Homé,2.0
2016-09-17,Homé,13.0
2016-09-18,Homé,6.0
2016-09-20,Homé,7.0
2016-09-22,Homé,3.0
2016-09-25,Homé,10.0
2016-09-27,Homé,6.0
2016-09-28,Homé,14.0
2016-09-29,Homé,8.0
2016-10-04,Homé,9.0
2016-10-08,Homé,4.0
2016-10-13,Homé,45.0
2016-10-19,Homé,5.0
2016-10-22,Homé,2.0
2016-10-29,Homé,3.0
2017-04-12,Homé,7.0
2017-04-14,Homé,25.0
2017-04-15,Homé,4.0
2017-04-17,Homé,1.0
2017-04-22,Homé,23.0
2017-04-24,Homé,6.0
2017-04-27,Homé,2.0
2017-05-06,Homé,7.0
2017-05-08,Homé,4.0
2017-05-09,Homé,7.0
2017-05-13,Homé,40.0
2017-05-15,Homé,7.0
2017-05-20,Homé,8.0
2017-05-21,Homé,9.0
2017-05-22,Homé,1.0
2017-05-24,Homé,12.0
2017-05-25,Homé,2.0
2017-05-28,Homé,20.0
2017-06-01,Homé,7.0
2017-06-03,Homé,17.0
2017-06-04,Homé,40.0
2017-06-07,Homé,11.0
2017-06-10,Homé,20.0
2017-06-11,Homé,18.0
2017-06-13,Homé,3.0
2017-06-15,Homé,6.0
2017-06-16,Homé,15.0
2017-06-17,Homé,37.0
2017-06-18,Homé,1.0
2017-06-20,Homé,10.0
2017-06-21,Homé,72.0
2017-06-23,Homé,5.0
2017-06-27,Homé,2.0
2017-06-28,Homé,1.0
2017-06-29,Homé,25.0
2017-06-30,Homé,7.0
2017-07-01,Homé,6.0
2017-07-02,Homé,5.0
2017-07-04,Homé,5.0
2017-07-05,Homé,2.0
2017-07-07,Homé,55.0
2017-07-08,Homé,11.0
2017-07-09,Homé,6.0
2017-07-10,Homé,64.0
2017-07-11,Homé,1.0
2017-07-14,Homé,11.0
2017-07-16,Homé,20.0
2017-07-17,Homé,51.0
2017-07-21,Homé,30.0
2017-07-24,Homé,8.0
2017-07-25,Homé,61.0
2017-07-27,Homé,5.0
2017-07-28,Homé,35.0
2017-07-29,Homé,1.0
2017-07-30,Homé,18.0
2017-07-31,Homé,3.0
2017-08-03,Homé,25.0
2017-08-08,Homé,13.0
2017-08-10,Homé,19.0
2017-08-11,Homé,2.0
2017-08-13,Homé,96.0
2017-08-14,Homé,2.0
2017-08-15,Homé,2.0
2017-08-16,Homé,3.0
2017-08-20,Homé,6.0
2017-08-21,Homé,45.0
2017-08-22,Homé,7.0
2017-08-24,Homé,25.0
2017-08-25,Homé,4.0
2017-08-26,Homé,8.0
2017-08-27,Homé,13.0
2017-08-29,Homé,9.0
2017-08-30,Homé,3.0
2017-09-02,Homé,18.0
2017-09-05,Homé,5.0
2017-09-06,Homé,8.0
2017-09-07,Homé,15.0
2017-09-08,Homé,4.0
2017-09-10,Homé,19.0
2017-09-13,Homé,7.0
2017-09-14,Homé,22.0
2017-09-15,Homé,6.0
2017-09-17,Homé,19.0
2017-09-19,Homé,22.0
2017-09-20,Homé,6.0
2017-09-21,Homé,35.0
2017-09-23,Homé,28.0
2017-09-25,Homé,9.0
2017-09-27,Homé,45.0
2017-09-29,Homé,12.0
2017-10-03,Homé,19.0
2017-10-05,Homé,12.0
2017-10-09,Homé,5.0
2017-10-16,Homé,15.0
2017-11-19,Homé,14.0
2018-03-21,Homé,10.0
2018-03-22,Homé,27.0
2018-04-10,Homé,7.0
2018-04-17,Homé,2.0
2018-04-22,Homé,11.0
2018-04-23,Homé,3.0
2018-04-27,Homé,26.0
2018-05-01,Homé,3.0
2018-05-02,Homé,16.0
2018-05-04,Homé,6.0
2018-05-05,Homé,3.0
2018-05-06,Homé,14.0
2018-05-07,Homé,1.0
2018-05-12,Homé,13.0
2018-05-13,Homé,47.0
2018-05-14,Homé,14.0
2018-05-24,Homé,12.0
2018-05-29,Homé,12.0
2018-05-30,Homé,3.0
2018-06-03,Homé,10.0
2018-06-06,Homé,3.0
2018-06-08,Homé,19.0
2018-06-09,Homé,5.0
2018-06-10,Homé,10.0
2018-06-13,Homé,6.0
2018-06-16,Homé,6.0
2018-06-19,Homé,84.0
2018-06-21,Homé,18.0
2018-06-22,Homé,1.0
2018-06-24,Homé,20.0
2018-06-26,Homé,12.0
2018-06-29,Homé,8.0
2018-06-30,Homé,60.0
2018-07-02,Homé,25.0
2018-07-03,Homé,19.0
2018-07-05,Homé,2.0
2018-07-06,Homé,9.0
2018-07-07,Homé,5.0
2018-07-08,Homé,2.0
2018-07-10,Homé,21.0
2018-07-11,Homé,6.0
2018-07-13,Homé,7.0
2018-07-14,Homé,6.0
2018-07-15,Homé,4.0
2018-07-17,Homé,29.0
2018-07-20,Homé,33.0
2018-07-21,Homé,4.0
2018-07-27,Homé,14.0
2018-07-29,Homé,11.0
2018-07-30,Homé,1.0
2018-08-01,Homé,8.0
2018-08-02,Homé,1.0
2018-08-05,Homé,77.0
2018-08-06,Homé,3.0
2018-08-07,Homé,17.0
2018-08-08,Homé,1.0
2018-08-13,Homé,23.0
2018-08-16,Homé,20.0
2018-08-20,Homé,78.0
2018-08-21,Homé,20.0
2018-08-22,Homé,2.0
2018-08-23,Homé,8.0
2018-08-24,Homé,12.0
2018-08-27,Homé,5.0
2018-08-28,Homé,36.0
2018-08-29,Homé,29.0
2018-08-30,Homé,8.0
2018-08-31,Homé,7.0
2018-09-02,Homé,3.0
2018-09-05,Homé,3.0
2018-09-07,Homé,17.0
2018-09-10,Homé,18.0
2018-09-12,Homé,2.0
2018-09-13,Homé,4.0
2018-09-14,Homé,1.0
2018-09-17,Homé,13.0
2018-09-19,Homé,5.0
2018-09-21,Homé,4.0
2018-09-22,Homé,5.0
2018-09-24,Homé,42.0
2018-10-01,Homé,5.0
2018-10-03,Homé,14.0
2018-10-05,Homé,16.0
2018-10-08,Homé,5.0
2018-10-09,Homé,22.0
2018-10-22,Homé,5.0
2018-10-23,Homé,6.0
2018-10-30,Homé,2.0
2018-11-06,Homé,6.0
2019-02-24,Homé,25.0
2019-02-25,Homé,16.0
2019-04-04,Homé,2.0
2019-04-06,Homé,2.0
2019-04-07,Homé,4.0
2019-04-08,Homé,6.0
2019-04-09,Homé,6.0
2019-04-13,Homé,6.0
2019-04-15,Homé,56.0
2019-04-16,Homé,1.0
2019-04-30,Homé,7.0
2019-05-02,Homé,10.0
2019-05-03,Homé,35.0
2019-05-06,Homé,1.0
2019-05-10,Homé,9.0
2019-05-11,Homé,75.0
2019-05-12,Homé,1.0
2019-05-13,Homé,25.0
2019-05-15,Homé,10.0
2019-05-17,Homé,6.0
2019-05-20,Homé,18.0
2019-05-21,Homé,4.0
2019-05-22,Homé,10.0
2019-05-25,Homé,48.0
2019-05-29,Homé,24.0
2019-05-30,Homé,42.0
2019-05-31,Homé,2.0
2019-06-02,Homé,14.0
2019-06-04,Homé,2.0
2019-06-05,Homé,28.0
2019-06-06,Homé,2.0
2019-06-07,Homé,34.0
2019-06-08,Homé,11.0
2019-06-09,Homé,17.0
2019-06-10,Homé,2.0
2019-06-11,Homé,7.0
2019-06-13,Homé,18.0
2019-06-19,Homé,18.0
2019-06-25,Homé,11.0
2019-06-26,Homé,64.0
2019-06-27,Homé,5.0
2019-06-30,Homé,35.0
2019-07-01,Homé,3.0
2019-07-03,Homé,15.0
2019-07-04,Homé,1.0
2019-07-07,Homé,25.0
2019-07-08,Homé,90.0
2019-07-09,Homé,1.0
2019-07-10,Homé,1.0
2019-07-11,Homé,19.0
2019-07-12,Homé,9.0
2019-07-13,Homé,15.0
2019-07-15,Homé,2.0
2019-07-18,Homé,1.0
2019-07-19,Homé,75.0
2019-07-25,Homé,10.0
2019-07-26,Homé,40.0
2019-07-27,Homé,7.0
2019-07-28,Homé,1.0
2019-07-30,Homé,1.0
2019-07-31,Homé,5.0
2019-08-01,Homé,6.0
2019-08-02,Homé,26.0
2019-08-03,Homé,9.0
2019-08-05,Homé,6.0
2019-08-10,Homé,28.0
2019-08-11,Homé,35.0
2019-08-12,Homé,1.0
2019-08-13,Homé,39.0
2019-08-14,Homé,8.0
2019-08-15,Homé,14.0
2019-08-17,Homé,5.0
2019-08-19,Homé,3.0
2019-08-20,Homé,41.0
2019-08-22,Homé,4.0
2019-08-23,Homé,7.0
2019-08-24,Homé,4.0
2019-08-25,Homé,2.0
2019-08-26,Homé,7.0
2019-08-27,Homé,7.0
2019-08-28,Homé,1.0
2019-08-31,Homé,9.0
2019-09-02,Homé,47.0
2019-09-04,Homé,82.0
2019-09-07,Homé,3.0
2019-09-09,Homé,20.0
2019-09-10,Homé,36.0
2019-09-11,Homé,4.0
2019-09-12,Homé,1.0
2019-09-13,Homé,7.0
2019-09-14,Homé,4.0
2019-09-16,Homé,7.0
2019-09-17,Homé,12.0
2019-09-18,Homé,23.0
2019-09-21,Homé,23.0
2019-09-23,Homé,15.0
2019-09-25,Homé,6.0
2019-09-28,Homé,26.0
2019-09-29,Homé,2.0
2019-09-30,Homé,5.0
2019-10-01,Homé,5.0
2019-10-02,Homé,8.0
2019-10-04,Homé,3.0
2019-10-06,Homé,8.0
2019-10-07,Homé,1.0
2019-10-08,Homé,15.0
2019-10-09,Homé,29.0
2019-10-11,Homé,5.0
2019-10-15,Homé,72.0
2019-10-17,Homé,1.0
2019-10-18,Homé,1.0
2019-10-20,Homé,41.0
2019-10-21,Homé,3.0
2019-10-22,Homé,15.0
2019-10-23,Homé,11.0
2019-10-25,Homé,3.0
2019-10-27,Homé,14.0
2020-03-24,Homé,1.0
2020-03-25,Homé,2.0
2020-03-31,Homé,2.0
2020-04-03,Homé,2.0
2020-04-06,Homé,8.0
2020-04-08,Homé,35.0
2020-04-10,Homé,3.0
2020-04-11,Homé,1.0
2020-04-14,Homé,1.0
2020-04-21,Homé,1.0
2020-04-23,Homé,2.0
2020-04-25,Homé,2.0
2020-04-26,Homé,2.0
2020-04-27,Homé,2.0
2020-05-03,Homé,3.0
2020-05-07,Homé,4.0
2020-05-12,Homé,8.0
2020-05-14,Homé,3.0
2020-05-15,Homé,5.0
2020-05-17,Homé,3.0
2020-05-18,Homé,2.0
2020-05-19,Homé,3.0
2020-05-21,Homé,12.0
2020-05-24,Homé,18.0
2020-06-05,Homé,13.0
2020-06-07,Homé,34.0
2020-06-08,Homé,2.0
2020-06-12,Homé,17.0
2020-06-15,Homé,1.0
2020-06-16,Homé,14.0
2020-06-18,Homé,51.0
2020-06-19,Homé,3.0
2020-06-20,Homé,3.0
2020-06-25,Homé,10.0
2020-06-28,Homé,2.0
2020-06-29,Homé,12.0
2020-07-02,Homé,5.0
2020-07-03,Homé,35.0
2020-07-05,Homé,2.0
2020-07-07,Homé,28.0
2020-07-09,Homé,4.0
2020-07-10,Homé,1.0
2020-07-11,Homé,15.0
2020-07-12,Homé,3.0
2020-07-14,Homé,5.0
2020-07-15,Homé,3.0
2020-07-16,Homé,2.0
2020-07-17,Homé,9.0
2020-07-18,Homé,1.0
2020-07-19,Homé,16.0
2020-07-20,Homé,2.0
2020-07-21,Homé,35.0
2020-07-22,Homé,31.0
2020-07-23,Homé,5.0
2020-07-24,Homé,1.0
2020-07-26,Homé,4.0
2020-07-28,Homé,2.0
2020-07-29,Homé,30.0
2020-07-31,Homé,3.0
2020-08-02,Homé,7.0
2020-08-03,Homé,12.0
2020-08-11,Homé,26.0
2020-08-13,Homé,1.0
2020-08-14,Homé,1.0
2020-08-16,Homé,2.0
2020-08-19,Homé,7.0
2020-08-21,Homé,2.0
2020-08-22,Homé,13.0
2020-08-23,Homé,7.0
2020-08-24,Homé,5.0
2020-08-25,Homé,15.0
2020-08-27,Homé,30.0
2020-08-28,Homé,2.0
2020-08-29,Homé,6.0
2020-08-31,Homé,2.0
2020-09-01,Homé,17.0
2020-09-02,Homé,10.0
2020-09-05,Homé,1.0
2020-09-06,Homé,8.0
2020-09-09,Homé,31.0
2020-09-10,Homé,4.0
2020-09-12,Homé,18.0
2020-09-13,Homé,8.0
2020-09-16,Homé,4.0
2020-09-17,Homé,2.0
2020-09-20,Homé,2.0
2020-09-22,Homé,3.0
2020-09-24,Homé,44.0
2020-09-26,Homé,8.0
2020-09-27,Homé,6.0
2020-09-28,Homé,82.0
2020-09-29,Homé,1.0
2020-10-01,Homé,8.0
2020-10-05,Homé,5.0
2020-10-07,Homé,4.0
2020-10-08,Homé,4.0
2020-10-15,Homé,3.0
2020-10-23,Homé,2.0
2020-10-24,Homé,1.0
2020-10-25,Homé,6.0
2020-11-01,Homé,27.0
2021-03-13,Homé,3.0
2021-03-18,Homé,3.0
2021-03-19,Homé,5.0
2021-03-23,Homé,4.0
2021-03-24,Homé,11.0
2021-04-10,Homé,3.0
2021-04-11,Homé,6.0
2021-04-13,Homé,26.0
2021-04-15,Homé,4.0
2021-04-18,Homé,6.0
2021-04-22,Homé,4.0
2021-04-24,Homé,53.0
2021-04-28,Homé,7.0
2021-05-02,Homé,2.0
2021-05-04,Homé,2.0
2021-05-06,Homé,12.0
2021-05-10,Homé,1.0
2021-05-12,Homé,3.0
2021-05-15,Homé,15.0
2021-05-20,Homé,30.0
2021-05-21,Homé,6.0
2021-05-28,Homé,1.0
2021-05-29,Homé,5.0
2021-05-31,Homé,7.0
2021-06-04,Homé,16.0
2021-06-08,Homé,12.0
2021-06-15,Homé,40.0
2021-06-16,Homé,13.0
2021-06-19,Homé,27.0
2021-06-20,Homé,25.0
2021-06-22,Homé,13.0
2021-06-27,Homé,15.0
2021-06-28,Homé,2.0
2021-06-29,Homé,2.0
2021-06-30,Homé,2.0
2021-07-03,Homé,32.0
2021-07-06,Homé,10.0
2021-07-08,Homé,35.0
2021-07-09,Homé,19.0
2021-07-11,Homé,10.0
2021-07-14,Homé,12.0
2021-07-16,Homé,1.0
2021-07-18,Homé,12.0
2021-07-22,Homé,30.0
2021-07-23,Homé,10.0
2021-07-24,Homé,6.0
2021-07-26,Homé,18.0
2021-07-28,Homé,2.0
2021-07-29,Homé,41.0
2021-08-01,Homé,37.0
2021-08-02,Homé,7.0
2021-08-03,Homé,26.0
2021-08-04,Homé,15.0
2021-08-06,Homé,7.0
2021-08-07,Homé,6.0
2021-08-08,Homé,2.0
2021-08-10,Homé,17.0
2021-08-11,Homé,61.0
2021-08-12,Homé,2.0
2021-08-14,Homé,2.0
2021-08-16,Homé,35.0
2021-08-17,Homé,2.0
2021-08-20,Homé,50.0
2021-08-22,Homé,5.0
2021-08-24,Homé,20.0
2021-08-27,Homé,4.0
2021-08-28,Homé,21.0
2021-08-30,Homé,20.0
2021-08-31,Homé,1.0
2021-09-01,Homé,5.0
2021-09-04,Homé,4.0
2021-09-05,Homé,27.0
2021-09-06,Homé,4.0
2021-09-08,Homé,41.0
2021-09-09,Homé,17.0
2021-09-10,Homé,35.0
2021-09-11,Homé,6.0
2021-09-12,Homé,57.0
2021-09-13,Homé,10.0
2021-09-16,Homé,8.0
2021-09-21,Homé,70.0
2021-09-22,Homé,35.0
2021-09-24,Homé,7.0
2021-09-25,Homé,5.0
2021-09-28,Homé,22.0
2021-09-29,Homé,1.0
2021-09-30,Homé,3.0
2021-10-09,Homé,4.0
2021-10-16,Homé,42.0
2021-10-19,Homé,13.0
2021-10-20,Homé,4.0
2021-10-23,Homé,7.0
2021-10-26,Homé,2.0
2014-03-27,Kaélé,3.0
2014-03-28,Kaélé,2.0
2014-03-29,Kaélé,3.0
2014-04-19,Kaélé,2.0
2014-04-23,Kaélé,23.0
2014-05-01,Kaélé,19.0
2014-05-03,Kaélé,2.0
2014-05-04,Kaélé,14.0
2014-05-07,Kaélé,2.0
2014-05-12,Kaélé,52.0
2014-05-20,Kaélé,4.0
2014-05-25,Kaélé,4.0
2014-05-28,Kaélé,3.0
2014-05-29,Kaélé,1.0
2014-06-02,Kaélé,24.0
2014-06-06,Kaélé,2.0
2014-06-15,Kaélé,36.0
2014-06-17,Kaélé,6.0
2014-06-18,Kaélé,7.0
2014-06-21,Kaélé,2.0
2014-06-27,Kaélé,9.0
2014-06-28,Kaélé,3.0
2014-06-29,Kaélé,14.0
2014-07-02,Kaélé,19.0
2014-07-05,Kaélé,6.0
2014-07-08,Kaélé,2.0
2014-07-11,Kaélé,2.0
2014-07-12,Kaélé,5.0
2014-07-14,Kaélé,26.0
2014-07-16,Kaélé,27.0
2014-07-18,Kaélé,9.0
2014-07-21,Kaélé,2.0
2014-07-25,Kaélé,6.0
2014-07-28,Kaélé,58.0
2014-07-31,Kaélé,17.0
2014-08-01,Kaélé,82.0
2015-05-02,Kaélé,1.0
2015-05-03,Kaélé,2.0
2015-05-22,Kaélé,1.0
2015-05-25,Kaélé,26.0
2015-05-27,Kaélé,22.0
2015-05-29,Kaélé,35.0
2015-06-01,Kaélé,12.0
2015-06-02,Kaélé,3.0
2015-06-06,Kaélé,2.0
2015-06-08,Kaélé,4.0
2015-06-11,Kaélé,4.0
2015-06-16,Kaélé,18.0
2015-06-18,Kaélé,2.0
2015-06-22,Kaélé,3.0
2015-06-25,Kaélé,3.0
2015-06-29,Kaélé,49.0
2015-07-04,Kaélé,10.0
2015-07-07,Kaélé,4.0
2015-07-10,Kaélé,6.0
2015-07-11,Kaélé,20.0
2015-07-15,Kaélé,30.0
2015-07-17,Kaélé,3.0
2015-07-19,Kaélé,2.0
2015-07-21,Kaélé,21.0
2015-07-26,Kaélé,20.0
2015-07-27,Kaélé,5.0
2015-07-28,Kaélé,8.0
2015-07-31,Kaélé,30.0
2015-08-02,Kaélé,2.0
2015-08-05,Kaélé,6.0
2015-08-07,Kaélé,2.0
2015-08-08,Kaélé,2.0
2015-08-11,Kaélé,7.0
2015-08-13,Kaélé,11.0
2015-08-16,Kaélé,11.0
2015-08-18,Kaélé,1.0
2015-08-20,Kaélé,20.0
2015-08-21,Kaélé,15.0
2015-08-23,Kaélé,78.0
2015-08-27,Kaélé,32.0
2015-08-28,Kaélé,12.0
2015-08-30,Kaélé,7.0
2015-08-31,Kaélé,1.0
2015-09-04,Kaélé,21.0
2015-09-06,Kaélé,21.0
2015-09-07,Kaélé,1.0
2015-09-08,Kaélé,18.0
2015-09-10,Kaélé,27.0
2015-09-11,Kaélé,1.0
2015-09-14,Kaélé,68.0
2015-09-15,Kaélé,2.0
2015-09-19,Kaélé,2.0
2015-09-20,Kaélé,17.0
2015-09-23,Kaélé,4.0
2015-09-25,Kaélé,2.0
2015-10-01,Kaélé,2.0
2015-10-03,Kaélé,13.0
2015-10-04,Kaélé,6.0
2015-10-08,Kaélé,1.0
2015-10-11,Kaélé,6.0
2015-10-17,Kaélé,16.0
2015-10-25,Kaélé,3.0
2015-10-27,Kaélé,5.0
2015-10-31,Kaélé,1.0
2016-03-18,Kaélé,4.0
2016-04-11,Kaélé,8.0
2016-05-03,Kaélé,5.0
2016-05-07,Kaélé,1.0
2016-05-09,Kaélé,1.0
2016-05-14,Kaélé,22.0
2016-05-17,Kaélé,2.0
2016-05-19,Kaélé,10.0
2016-05-22,Kaélé,11.0
2016-05-24,Kaélé,23.0
2016-05-27,Kaélé,14.0
2016-05-30,Kaélé,1.0
2016-06-06,Kaélé,26.0
2016-06-11,Kaélé,46.0
2016-06-15,Kaélé,2.0
2016-06-19,Kaélé,2.0
2016-06-22,Kaélé,6.0
2016-06-24,Kaélé,40.0
2016-06-25,Kaélé,12.0
2016-06-26,Kaélé,4.0
2016-06-28,Kaélé,1.0
2016-07-05,Kaélé,20.0
2016-07-10,Kaélé,13.0
2016-07-11,Kaélé,2.0
2016-07-14,Kaélé,5.0
2016-07-15,Kaélé,25.0
2016-07-17,Kaélé,20.0
2016-07-18,Kaélé,1.0
2016-07-20,Kaélé,1.0
2016-07-21,Kaélé,5.0
2016-07-22,Kaélé,7.0
2016-07-26,Kaélé,42.0
2016-07-28,Kaélé,49.0
2016-07-29,Kaélé,2.0
2016-08-01,Kaélé,12.0
2016-08-02,Kaélé,13.0
2016-08-05,Kaélé,3.0
2016-08-06,Kaélé,8.0
2016-08-07,Kaélé,19.0
2016-08-08,Kaélé,1.0
2016-08-09,Kaélé,7.0
2016-08-10,Kaélé,44.0
2016-08-12,Kaélé,70.0
2016-08-14,Kaélé,25.0
2016-08-21,Kaélé,2.0
2016-08-22,Kaélé,7.0
2016-08-23,Kaélé,76.0
2016-08-26,Kaélé,5.0
2016-08-29,Kaélé,2.0
2016-08-30,Kaélé,35.0
2016-09-01,Kaélé,22.0
2016-09-04,Kaélé,5.0
2016-09-05,Kaélé,21.0
2016-09-06,Kaélé,2.0
2016-09-09,Kaélé,25.0
2016-09-11,Kaélé,2.0
2016-09-13,Kaélé,1.0
2016-09-15,Kaélé,2.0
2016-09-16,Kaélé,19.0
2016-09-18,Kaélé,13.0
2016-09-20,Kaélé,7.0
2016-09-22,Kaélé,24.0
2016-10-05,Kaélé,24.0
2016-10-06,Kaélé,4.0
2016-10-18,Kaélé,1.0
2017-04-11,Kaélé,6.0
2017-05-04,Kaélé,1.0
2017-05-08,Kaélé,1.0
2017-05-15,Kaélé,4.0
